Stof,Bedrijf,Jaar,Hoeveelheid,Eenheid
VOS,RWZI Hessenpoort,2022,2139,kg
Koolstofdioxide,RWZI Hessenpoort,2022,2763,kg CO₂-eq
Koolstofdioxide,RWZI Hessenpoort,2022,2763,kg
Methaan,RWZI Hessenpoort,2022,59253,kg CO₂-eq
Distikstofoxide,RWZI Hessenpoort,2022,239378,kg CO₂-eq
Koolstofdioxide,RWZI Hessenpoort,2022,279303,kg CO₂-eq
Koolstofdioxide,RWZI Hessenpoort,2022,279303,kg
Distikstofoxide,RWZI Heugem,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Heugem,2022,1,kg
Stikstofoxiden (als NO2),RWZI Heugem,2022,1,kg
Methaan,RWZI Heugem,2022,9,kg CO₂-eq
Tolueen,RWZI Heugem,2022,11,kg
NMVOS,RWZI Heugem,2022,75,kg
Methaan,RWZI Heugem,2022,1535,kg
VOS,RWZI Heugem,2022,1610,kg
Koolstofdioxide,RWZI Heugem,2022,3122,kg CO₂-eq
Koolstofdioxide,RWZI Heugem,2022,3122,kg
Distikstofoxide,RWZI Heugem,2022,3661,kg
Methaan,RWZI Heugem,2022,42970,kg CO₂-eq
Koolstofdioxide,RWZI Heugem,2022,99315,kg CO₂-eq
Koolstofdioxide,RWZI Heugem,2022,99315,kg
Distikstofoxide,RWZI Heugem,2022,970045,kg CO₂-eq
Tolueen,RWZI Hilvarenbeek,2022,15,kg
NMVOS,RWZI Hilvarenbeek,2022,59,kg
Distikstofoxide,RWZI Hilvarenbeek,2022,3996,kg
Methaan,RWZI Hilvarenbeek,2022,8497,kg
VOS,RWZI Hilvarenbeek,2022,8556,kg
Methaan,RWZI Hilvarenbeek,2022,237925,kg CO₂-eq
Distikstofoxide,RWZI Hilvarenbeek,2022,1059008,kg CO₂-eq
Koolstofdioxide,RWZI Hilvarenbeek,2022,1182473,kg CO₂-eq
Koolstofdioxide,RWZI Hilvarenbeek,2022,1182473,kg
Methaan,RWZI Hilversum,2022,1,kg
VOS,RWZI Hilversum,2022,2,kg
Koolstofmonoxide,RWZI Hilversum,2022,5,kg
Stikstofoxiden (als NO2),RWZI Hilversum,2022,5,kg
Distikstofoxide,RWZI Hilversum,2022,7,kg CO₂-eq
Tolueen,RWZI Hilversum,2022,17,kg
Methaan,RWZI Hilversum,2022,40,kg CO₂-eq
NMVOS,RWZI Hilversum,2022,59,kg
Distikstofoxide,RWZI Hilversum,2022,4579,kg
Methaan,RWZI Hilversum,2022,5544,kg
VOS,RWZI Hilversum,2022,5603,kg
Koolstofdioxide,RWZI Hilversum,2022,14118,kg CO₂-eq
Koolstofdioxide,RWZI Hilversum,2022,14118,kg
Methaan,RWZI Hilversum,2022,155242,kg CO₂-eq
Koolstofdioxide,RWZI Hilversum,2022,748355,kg CO₂-eq
Koolstofdioxide,RWZI Hilversum,2022,748355,kg
Distikstofoxide,RWZI Hilversum,2022,1213507,kg CO₂-eq
Benzeen,RWZI Hoensbroek,2022,1,kg
Distikstofoxide,RWZI Hoensbroek,2022,1,kg CO₂-eq
Methaan,RWZI Hoensbroek,2022,3,kg CO₂-eq
Tolueen,RWZI Hoensbroek,2022,46,kg
NMVOS,RWZI Hoensbroek,2022,327,kg
Koolstofdioxide,RWZI Hoensbroek,2022,1196,kg CO₂-eq
Koolstofdioxide,RWZI Hoensbroek,2022,1196,kg
Distikstofoxide,RWZI Hoensbroek,2022,11812,kg
Methaan,RWZI Hoensbroek,2022,16780,kg
VOS,RWZI Hoensbroek,2022,17108,kg
Methaan,RWZI Hoensbroek,2022,469844,kg CO₂-eq
Distikstofoxide,RWZI Hoensbroek,2022,3130285,kg CO₂-eq
Koolstofdioxide,RWZI Hoensbroek,2022,3724053,kg CO₂-eq
Koolstofdioxide,RWZI Hoensbroek,2022,3724053,kg
Distikstofoxide,RWZI Holten,2022,1,kg
Elementair koolstof (EC2.5),RWZI Holten,2022,1,kg
Tolueen,RWZI Holten,2022,9,kg
Etheen,RWZI Holten,2022,14,kg
Fijnstof (PM10),RWZI Holten,2022,29,kg
"Fijnstof (PM2,5)",RWZI Holten,2022,29,kg
NMVOS,RWZI Holten,2022,29,kg
TSP (Totaal stof),RWZI Holten,2022,29,kg
Methaan,RWZI Holten,2022,72,kg
NMVOS,RWZI Holten,2022,93,kg
Zwaveloxiden (als SO2),RWZI Holten,2022,143,kg
VOS,RWZI Holten,2022,216,kg
Koolstofmonoxide,RWZI Holten,2022,289,kg
Distikstofoxide,RWZI Holten,2022,383,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Holten,2022,1147,kg
Methaan,RWZI Holten,2022,2024,kg CO₂-eq
Distikstofoxide,RWZI Holten,2022,2078,kg
Methaan,RWZI Holten,2022,9814,kg
VOS,RWZI Holten,2022,9843,kg
Methaan,RWZI Holten,2022,274780,kg CO₂-eq
Distikstofoxide,RWZI Holten,2022,550724,kg CO₂-eq
Koolstofdioxide,RWZI Holten,2022,1211744,kg CO₂-eq
Koolstofdioxide,RWZI Holten,2022,1211744,kg
Koolstofdioxide,RWZI Holten,2022,1302604,kg CO₂-eq
Koolstofdioxide,RWZI Holten,2022,1302604,kg
Tolueen,RWZI Hooge Zwaluwe,2022,2,kg
NMVOS,RWZI Hooge Zwaluwe,2022,10,kg
Distikstofoxide,RWZI Hooge Zwaluwe,2022,470,kg
Methaan,RWZI Hooge Zwaluwe,2022,1494,kg
VOS,RWZI Hooge Zwaluwe,2022,1504,kg
Methaan,RWZI Hooge Zwaluwe,2022,41819,kg CO₂-eq
Distikstofoxide,RWZI Hooge Zwaluwe,2022,124419,kg CO₂-eq
Koolstofdioxide,RWZI Hooge Zwaluwe,2022,203937,kg CO₂-eq
Koolstofdioxide,RWZI Hooge Zwaluwe,2022,203937,kg
Methaan,RWZI Hoogezand,2022,1,kg
VOS,RWZI Hoogezand,2022,1,kg
Koolstofmonoxide,RWZI Hoogezand,2022,3,kg
Stikstofoxiden (als NO2),RWZI Hoogezand,2022,3,kg
Distikstofoxide,RWZI Hoogezand,2022,4,kg CO₂-eq
Tolueen,RWZI Hoogezand,2022,11,kg
Methaan,RWZI Hoogezand,2022,24,kg CO₂-eq
NMVOS,RWZI Hoogezand,2022,43,kg
Distikstofoxide,RWZI Hoogezand,2022,1804,kg
Koolstofdioxide,RWZI Hoogezand,2022,8480,kg CO₂-eq
Koolstofdioxide,RWZI Hoogezand,2022,8480,kg
Methaan,RWZI Hoogezand,2022,8846,kg
VOS,RWZI Hoogezand,2022,8888,kg
Methaan,RWZI Hoogezand,2022,247678,kg CO₂-eq
Distikstofoxide,RWZI Hoogezand,2022,478181,kg CO₂-eq
Koolstofdioxide,RWZI Hoogezand,2022,1194111,kg CO₂-eq
Koolstofdioxide,RWZI Hoogezand,2022,1194111,kg
Benzeen,RWZI Horstermeer,2022,1,kg
Formaldehyde,RWZI Horstermeer,2022,1,kg
Elementair koolstof (EC2.5),RWZI Horstermeer,2022,2,kg
Distikstofoxide,RWZI Horstermeer,2022,3,kg
Etheen,RWZI Horstermeer,2022,27,kg
Tolueen,RWZI Horstermeer,2022,33,kg
Fijnstof (PM10),RWZI Horstermeer,2022,54,kg
"Fijnstof (PM2,5)",RWZI Horstermeer,2022,54,kg
TSP (Totaal stof),RWZI Horstermeer,2022,54,kg
NMVOS,RWZI Horstermeer,2022,130,kg
Methaan,RWZI Horstermeer,2022,134,kg
NMVOS,RWZI Horstermeer,2022,175,kg
Zwaveloxiden (als SO2),RWZI Horstermeer,2022,269,kg
VOS,RWZI Horstermeer,2022,403,kg
Koolstofmonoxide,RWZI Horstermeer,2022,538,kg
Distikstofoxide,RWZI Horstermeer,2022,712,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Horstermeer,2022,2150,kg
Methaan,RWZI Horstermeer,2022,3763,kg CO₂-eq
Distikstofoxide,RWZI Horstermeer,2022,8831,kg
Methaan,RWZI Horstermeer,2022,20809,kg
VOS,RWZI Horstermeer,2022,20939,kg
Methaan,RWZI Horstermeer,2022,582648,kg CO₂-eq
Koolstofdioxide,RWZI Horstermeer,2022,1930665,kg CO₂-eq
Koolstofdioxide,RWZI Horstermeer,2022,1930665,kg
Koolstofdioxide,RWZI Horstermeer,2022,2262980,kg CO₂-eq
Koolstofdioxide,RWZI Horstermeer,2022,2262980,kg
Distikstofoxide,RWZI Horstermeer,2022,2340302,kg CO₂-eq
Koolstofmonoxide,RWZI Houten,2022,1,kg
Stikstofoxiden (als NO2),RWZI Houten,2022,1,kg
Distikstofoxide,RWZI Houten,2022,2,kg CO₂-eq
Methaan,RWZI Houten,2022,10,kg CO₂-eq
Tolueen,RWZI Houten,2022,15,kg
NMVOS,RWZI Houten,2022,65,kg
Koolstofdioxide,RWZI Houten,2022,3467,kg CO₂-eq
Koolstofdioxide,RWZI Houten,2022,3467,kg
Distikstofoxide,RWZI Houten,2022,4063,kg
Methaan,RWZI Houten,2022,9161,kg
VOS,RWZI Houten,2022,9227,kg
Methaan,RWZI Houten,2022,256514,kg CO₂-eq
Distikstofoxide,RWZI Houten,2022,1076614,kg CO₂-eq
Koolstofdioxide,RWZI Houten,2022,1313318,kg CO₂-eq
Koolstofdioxide,RWZI Houten,2022,1313318,kg
Methaan,RWZI Huizen,2022,1,kg
VOS,RWZI Huizen,2022,1,kg
Koolstofmonoxide,RWZI Huizen,2022,3,kg
Stikstofoxiden (als NO2),RWZI Huizen,2022,3,kg
Distikstofoxide,RWZI Huizen,2022,4,kg CO₂-eq
Tolueen,RWZI Huizen,2022,14,kg
Methaan,RWZI Huizen,2022,25,kg CO₂-eq
NMVOS,RWZI Huizen,2022,45,kg
Distikstofoxide,RWZI Huizen,2022,3702,kg
Methaan,RWZI Huizen,2022,5142,kg
VOS,RWZI Huizen,2022,5187,kg
Koolstofdioxide,RWZI Huizen,2022,8850,kg CO₂-eq
Koolstofdioxide,RWZI Huizen,2022,8850,kg
Methaan,RWZI Huizen,2022,143979,kg CO₂-eq
Koolstofdioxide,RWZI Huizen,2022,715600,kg CO₂-eq
Koolstofdioxide,RWZI Huizen,2022,715600,kg
Distikstofoxide,RWZI Huizen,2022,981033,kg CO₂-eq
Tolueen,RWZI Hulst,2022,5,kg
NMVOS,RWZI Hulst,2022,30,kg
Distikstofoxide,RWZI Hulst,2022,1389,kg
Methaan,RWZI Hulst,2022,3164,kg
VOS,RWZI Hulst,2022,3194,kg
Methaan,RWZI Hulst,2022,88591,kg CO₂-eq
Distikstofoxide,RWZI Hulst,2022,368042,kg CO₂-eq
Koolstofdioxide,RWZI Hulst,2022,447447,kg CO₂-eq
Koolstofdioxide,RWZI Hulst,2022,447447,kg
Tolueen,RWZI Joure,2022,12,kg
NMVOS,RWZI Joure,2022,28,kg
Distikstofoxide,RWZI Joure,2022,2283,kg
Methaan,RWZI Joure,2022,7668,kg
VOS,RWZI Joure,2022,7696,kg
Methaan,RWZI Joure,2022,214704,kg CO₂-eq
Distikstofoxide,RWZI Joure,2022,605011,kg CO₂-eq
Koolstofdioxide,RWZI Joure,2022,1001730,kg CO₂-eq
Koolstofdioxide,RWZI Joure,2022,1001730,kg
Tolueen,RWZI Kaatsheuvel,2022,15,kg
NMVOS,RWZI Kaatsheuvel,2022,65,kg
Distikstofoxide,RWZI Kaatsheuvel,2022,4038,kg
Methaan,RWZI Kaatsheuvel,2022,11895,kg
VOS,RWZI Kaatsheuvel,2022,11960,kg
Methaan,RWZI Kaatsheuvel,2022,333058,kg CO₂-eq
Distikstofoxide,RWZI Kaatsheuvel,2022,1069956,kg CO₂-eq
Koolstofdioxide,RWZI Kaatsheuvel,2022,1790115,kg CO₂-eq
Koolstofdioxide,RWZI Kaatsheuvel,2022,1790115,kg
VOS,RWZI Kaffeberg,2022,1,kg
Koolstofmonoxide,RWZI Kaffeberg,2022,2,kg
Stikstofoxiden (als NO2),RWZI Kaffeberg,2022,4,kg
Zwaveloxiden (als SO2),RWZI Kaffeberg,2022,4,kg
Distikstofoxide,RWZI Kaffeberg,2022,10,kg CO₂-eq
Methaan,RWZI Kaffeberg,2022,10,kg CO₂-eq
Tolueen,RWZI Kaffeberg,2022,14,kg
NMVOS,RWZI Kaffeberg,2022,59,kg
Distikstofoxide,RWZI Kaffeberg,2022,3178,kg
Koolstofdioxide,RWZI Kaffeberg,2022,4759,kg CO₂-eq
Koolstofdioxide,RWZI Kaffeberg,2022,4759,kg
Methaan,RWZI Kaffeberg,2022,9092,kg
VOS,RWZI Kaffeberg,2022,9151,kg
Methaan,RWZI Kaffeberg,2022,254582,kg CO₂-eq
Distikstofoxide,RWZI Kaffeberg,2022,842145,kg CO₂-eq
Koolstofdioxide,RWZI Kaffeberg,2022,1346261,kg CO₂-eq
Koolstofdioxide,RWZI Kaffeberg,2022,1346261,kg
Benzeen,RWZI Kampen,2022,1,kg
Methaan,RWZI Kampen,2022,2,kg
VOS,RWZI Kampen,2022,3,kg
Stikstofoxiden (als NO2),RWZI Kampen,2022,8,kg
Koolstofmonoxide,RWZI Kampen,2022,9,kg
Distikstofoxide,RWZI Kampen,2022,10,kg CO₂-eq
Tolueen,RWZI Kampen,2022,18,kg
Methaan,RWZI Kampen,2022,62,kg CO₂-eq
NMVOS,RWZI Kampen,2022,77,kg
Distikstofoxide,RWZI Kampen,2022,4693,kg
Methaan,RWZI Kampen,2022,9969,kg
VOS,RWZI Kampen,2022,10047,kg
Koolstofdioxide,RWZI Kampen,2022,21992,kg CO₂-eq
Koolstofdioxide,RWZI Kampen,2022,21992,kg
Methaan,RWZI Kampen,2022,279145,kg CO₂-eq
Distikstofoxide,RWZI Kampen,2022,1243522,kg CO₂-eq
Koolstofdioxide,RWZI Kampen,2022,1401470,kg CO₂-eq
Koolstofdioxide,RWZI Kampen,2022,1401470,kg
Benzeen,RWZI Katwijk,2022,1,kg
NMVOS,RWZI Katwijk,2022,1,kg
Methaan,RWZI Katwijk,2022,4,kg
VOS,RWZI Katwijk,2022,6,kg
Koolstofmonoxide,RWZI Katwijk,2022,16,kg
Stikstofoxiden (als NO2),RWZI Katwijk,2022,16,kg
Distikstofoxide,RWZI Katwijk,2022,20,kg CO₂-eq
Tolueen,RWZI Katwijk,2022,43,kg
Methaan,RWZI Katwijk,2022,118,kg CO₂-eq
NMVOS,RWZI Katwijk,2022,138,kg
Distikstofoxide,RWZI Katwijk,2022,10549,kg
Methaan,RWZI Katwijk,2022,27484,kg
VOS,RWZI Katwijk,2022,27622,kg
Koolstofdioxide,RWZI Katwijk,2022,41709,kg CO₂-eq
Koolstofdioxide,RWZI Katwijk,2022,41709,kg
Methaan,RWZI Katwijk,2022,769549,kg CO₂-eq
Distikstofoxide,RWZI Katwijk,2022,2795477,kg CO₂-eq
Koolstofdioxide,RWZI Katwijk,2022,3868492,kg CO₂-eq
Koolstofdioxide,RWZI Katwijk,2022,3868492,kg
Benzeen,RWZI Katwoude,2022,1,kg
Distikstofoxide,RWZI Katwoude,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Katwoude,2022,1,kg
Stikstofoxiden (als NO2),RWZI Katwoude,2022,1,kg
Methaan,RWZI Katwoude,2022,8,kg CO₂-eq
Tolueen,RWZI Katwoude,2022,20,kg
NMVOS,RWZI Katwoude,2022,64,kg
Koolstofdioxide,RWZI Katwoude,2022,2815,kg CO₂-eq
Koolstofdioxide,RWZI Katwoude,2022,2815,kg
Distikstofoxide,RWZI Katwoude,2022,4831,kg
Methaan,RWZI Katwoude,2022,12591,kg
VOS,RWZI Katwoude,2022,12656,kg
Methaan,RWZI Katwoude,2022,352555,kg CO₂-eq
Distikstofoxide,RWZI Katwoude,2022,1280092,kg CO₂-eq
Koolstofdioxide,RWZI Katwoude,2022,1733797,kg CO₂-eq
Koolstofdioxide,RWZI Katwoude,2022,1733797,kg
Distikstofoxide,RWZI Kerkwerve,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Kerkwerve,2022,1,kg
Stikstofoxiden (als NO2),RWZI Kerkwerve,2022,1,kg
Methaan,RWZI Kerkwerve,2022,5,kg CO₂-eq
Tolueen,RWZI Kerkwerve,2022,7,kg
NMVOS,RWZI Kerkwerve,2022,31,kg
Distikstofoxide,RWZI Kerkwerve,2022,1704,kg
Koolstofdioxide,RWZI Kerkwerve,2022,1826,kg CO₂-eq
Koolstofdioxide,RWZI Kerkwerve,2022,1826,kg
Methaan,RWZI Kerkwerve,2022,4325,kg
VOS,RWZI Kerkwerve,2022,4356,kg
Methaan,RWZI Kerkwerve,2022,121100,kg CO₂-eq
Distikstofoxide,RWZI Kerkwerve,2022,451496,kg CO₂-eq
Koolstofdioxide,RWZI Kerkwerve,2022,579980,kg CO₂-eq
Koolstofdioxide,RWZI Kerkwerve,2022,579980,kg
Tolueen,RWZI Kloosterzande,2022,2,kg
NMVOS,RWZI Kloosterzande,2022,12,kg
Distikstofoxide,RWZI Kloosterzande,2022,522,kg
Methaan,RWZI Kloosterzande,2022,740,kg
VOS,RWZI Kloosterzande,2022,752,kg
Methaan,RWZI Kloosterzande,2022,20713,kg CO₂-eq
Koolstofdioxide,RWZI Kloosterzande,2022,89676,kg CO₂-eq
Koolstofdioxide,RWZI Kloosterzande,2022,89676,kg
Distikstofoxide,RWZI Kloosterzande,2022,138355,kg CO₂-eq
Tolueen,RWZI Kootstertille,2022,13,kg
NMVOS,RWZI Kootstertille,2022,57,kg
Distikstofoxide,RWZI Kootstertille,2022,4057,kg
Methaan,RWZI Kootstertille,2022,8672,kg
VOS,RWZI Kootstertille,2022,8729,kg
Methaan,RWZI Kootstertille,2022,242817,kg CO₂-eq
Distikstofoxide,RWZI Kootstertille,2022,1075012,kg CO₂-eq
Koolstofdioxide,RWZI Kootstertille,2022,1231572,kg CO₂-eq
Koolstofdioxide,RWZI Kootstertille,2022,1231572,kg
Benzeen,RWZI Kortenoord,2022,1,kg
Methaan,RWZI Kortenoord,2022,2,kg
VOS,RWZI Kortenoord,2022,2,kg
Stikstofoxiden (als NO2),RWZI Kortenoord,2022,6,kg
Koolstofmonoxide,RWZI Kortenoord,2022,7,kg
Distikstofoxide,RWZI Kortenoord,2022,8,kg CO₂-eq
Tolueen,RWZI Kortenoord,2022,30,kg
Methaan,RWZI Kortenoord,2022,48,kg CO₂-eq
NMVOS,RWZI Kortenoord,2022,115,kg
Distikstofoxide,RWZI Kortenoord,2022,7436,kg
Koolstofdioxide,RWZI Kortenoord,2022,16899,kg CO₂-eq
Koolstofdioxide,RWZI Kortenoord,2022,16899,kg
Methaan,RWZI Kortenoord,2022,19898,kg
VOS,RWZI Kortenoord,2022,20014,kg
Methaan,RWZI Kortenoord,2022,557146,kg CO₂-eq
Distikstofoxide,RWZI Kortenoord,2022,1970471,kg CO₂-eq
Koolstofdioxide,RWZI Kortenoord,2022,2866714,kg CO₂-eq
Koolstofdioxide,RWZI Kortenoord,2022,2866714,kg
Benzeen,RWZI Land van Cuijk,2022,1,kg
Elementair koolstof (EC2.5),RWZI Land van Cuijk,2022,1,kg
Formaldehyde,RWZI Land van Cuijk,2022,1,kg
Distikstofoxide,RWZI Land van Cuijk,2022,2,kg
Etheen,RWZI Land van Cuijk,2022,17,kg
Fijnstof (PM10),RWZI Land van Cuijk,2022,34,kg
"Fijnstof (PM2,5)",RWZI Land van Cuijk,2022,34,kg
TSP (Totaal stof),RWZI Land van Cuijk,2022,34,kg
Tolueen,RWZI Land van Cuijk,2022,39,kg
Methaan,RWZI Land van Cuijk,2022,84,kg
NMVOS,RWZI Land van Cuijk,2022,109,kg
Zwaveloxiden (als SO2),RWZI Land van Cuijk,2022,168,kg
NMVOS,RWZI Land van Cuijk,2022,172,kg
VOS,RWZI Land van Cuijk,2022,252,kg
Koolstofmonoxide,RWZI Land van Cuijk,2022,336,kg
Distikstofoxide,RWZI Land van Cuijk,2022,445,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Land van Cuijk,2022,1343,kg
Methaan,RWZI Land van Cuijk,2022,2351,kg CO₂-eq
Distikstofoxide,RWZI Land van Cuijk,2022,8941,kg
Methaan,RWZI Land van Cuijk,2022,30776,kg
VOS,RWZI Land van Cuijk,2022,30948,kg
Methaan,RWZI Land van Cuijk,2022,861728,kg CO₂-eq
Koolstofdioxide,RWZI Land van Cuijk,2022,1413956,kg CO₂-eq
Koolstofdioxide,RWZI Land van Cuijk,2022,1413956,kg
Distikstofoxide,RWZI Land van Cuijk,2022,2369289,kg CO₂-eq
Koolstofdioxide,RWZI Land van Cuijk,2022,4727473,kg CO₂-eq
Koolstofdioxide,RWZI Land van Cuijk,2022,4727473,kg
Methaan,RWZI Leek,2022,1,kg
VOS,RWZI Leek,2022,1,kg
Stikstofoxiden (als NO2),RWZI Leek,2022,2,kg
Distikstofoxide,RWZI Leek,2022,3,kg CO₂-eq
Koolstofmonoxide,RWZI Leek,2022,3,kg
Tolueen,RWZI Leek,2022,8,kg
Methaan,RWZI Leek,2022,19,kg CO₂-eq
NMVOS,RWZI Leek,2022,38,kg
Distikstofoxide,RWZI Leek,2022,1653,kg
Methaan,RWZI Leek,2022,6334,kg
VOS,RWZI Leek,2022,6372,kg
Koolstofdioxide,RWZI Leek,2022,6647,kg CO₂-eq
Koolstofdioxide,RWZI Leek,2022,6647,kg
Methaan,RWZI Leek,2022,177352,kg CO₂-eq
Distikstofoxide,RWZI Leek,2022,438075,kg CO₂-eq
Koolstofdioxide,RWZI Leek,2022,853516,kg CO₂-eq
Koolstofdioxide,RWZI Leek,2022,853516,kg
Distikstofoxide,RWZI Leerdam,2022,1,kg CO₂-eq
Koolstofmonoxide,RWZI Leerdam,2022,1,kg
Stikstofoxiden (als NO2),RWZI Leerdam,2022,1,kg
Methaan,RWZI Leerdam,2022,6,kg CO₂-eq
Tolueen,RWZI Leerdam,2022,8,kg
NMVOS,RWZI Leerdam,2022,31,kg
Distikstofoxide,RWZI Leerdam,2022,1644,kg
Koolstofdioxide,RWZI Leerdam,2022,2005,kg CO₂-eq
Koolstofdioxide,RWZI Leerdam,2022,2005,kg
Methaan,RWZI Leerdam,2022,5164,kg
VOS,RWZI Leerdam,2022,5195,kg
Methaan,RWZI Leerdam,2022,144599,kg CO₂-eq
Distikstofoxide,RWZI Leerdam,2022,435606,kg CO₂-eq
Koolstofdioxide,RWZI Leerdam,2022,743807,kg CO₂-eq
Koolstofdioxide,RWZI Leerdam,2022,743807,kg
Benzeen,RWZI Leeuwarden,2022,1,kg
Formaldehyde,RWZI Leeuwarden,2022,1,kg
Elementair koolstof (EC2.5),RWZI Leeuwarden,2022,2,kg
Distikstofoxide,RWZI Leeuwarden,2022,3,kg
Etheen,RWZI Leeuwarden,2022,26,kg
Tolueen,RWZI Leeuwarden,2022,41,kg
Fijnstof (PM10),RWZI Leeuwarden,2022,51,kg
"Fijnstof (PM2,5)",RWZI Leeuwarden,2022,51,kg
TSP (Totaal stof),RWZI Leeuwarden,2022,51,kg
Methaan,RWZI Leeuwarden,2022,132,kg
NMVOS,RWZI Leeuwarden,2022,166,kg
NMVOS,RWZI Leeuwarden,2022,221,kg
Zwaveloxiden (als SO2),RWZI Leeuwarden,2022,254,kg
VOS,RWZI Leeuwarden,2022,387,kg
Koolstofmonoxide,RWZI Leeuwarden,2022,527,kg
Distikstofoxide,RWZI Leeuwarden,2022,696,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Leeuwarden,2022,2049,kg
Methaan,RWZI Leeuwarden,2022,3694,kg CO₂-eq
Distikstofoxide,RWZI Leeuwarden,2022,9650,kg
Methaan,RWZI Leeuwarden,2022,26877,kg
VOS,RWZI Leeuwarden,2022,27098,kg
Methaan,RWZI Leeuwarden,2022,752559,kg CO₂-eq
Koolstofdioxide,RWZI Leeuwarden,2022,2186714,kg CO₂-eq
Koolstofdioxide,RWZI Leeuwarden,2022,2186714,kg
Distikstofoxide,RWZI Leeuwarden,2022,2557227,kg CO₂-eq
Koolstofdioxide,RWZI Leeuwarden,2022,3181064,kg CO₂-eq
Koolstofdioxide,RWZI Leeuwarden,2022,3181064,kg
Benzeen,RWZI Leiden Noord,2022,1,kg
Distikstofoxide,RWZI Leiden Noord,2022,1,kg
Elementair koolstof (EC2.5),RWZI Leiden Noord,2022,1,kg
Etheen,RWZI Leiden Noord,2022,13,kg
Fijnstof (PM10),RWZI Leiden Noord,2022,26,kg
"Fijnstof (PM2,5)",RWZI Leiden Noord,2022,26,kg
Tolueen,RWZI Leiden Noord,2022,26,kg
TSP (Totaal stof),RWZI Leiden Noord,2022,26,kg
Methaan,RWZI Leiden Noord,2022,69,kg
NMVOS,RWZI Leiden Noord,2022,85,kg
NMVOS,RWZI Leiden Noord,2022,128,kg
Zwaveloxiden (als SO2),RWZI Leiden Noord,2022,129,kg
VOS,RWZI Leiden Noord,2022,201,kg
Koolstofmonoxide,RWZI Leiden Noord,2022,277,kg
Distikstofoxide,RWZI Leiden Noord,2022,365,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Leiden Noord,2022,1053,kg
Methaan,RWZI Leiden Noord,2022,1945,kg CO₂-eq
Distikstofoxide,RWZI Leiden Noord,2022,6757,kg
Methaan,RWZI Leiden Noord,2022,16384,kg
VOS,RWZI Leiden Noord,2022,16512,kg
Methaan,RWZI Leiden Noord,2022,458751,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Noord,2022,1136863,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Noord,2022,1136863,kg
Distikstofoxide,RWZI Leiden Noord,2022,1790655,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Noord,2022,2858384,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Noord,2022,2858384,kg
Benzeen,RWZI Leiden Zuid-West,2022,1,kg
Elementair koolstof (EC2.5),RWZI Leiden Zuid-West,2022,1,kg
Formaldehyde,RWZI Leiden Zuid-West,2022,1,kg
Distikstofoxide,RWZI Leiden Zuid-West,2022,2,kg
Etheen,RWZI Leiden Zuid-West,2022,17,kg
Fijnstof (PM10),RWZI Leiden Zuid-West,2022,34,kg
"Fijnstof (PM2,5)",RWZI Leiden Zuid-West,2022,34,kg
Tolueen,RWZI Leiden Zuid-West,2022,34,kg
TSP (Totaal stof),RWZI Leiden Zuid-West,2022,34,kg
Methaan,RWZI Leiden Zuid-West,2022,86,kg
NMVOS,RWZI Leiden Zuid-West,2022,111,kg
NMVOS,RWZI Leiden Zuid-West,2022,146,kg
Zwaveloxiden (als SO2),RWZI Leiden Zuid-West,2022,171,kg
VOS,RWZI Leiden Zuid-West,2022,256,kg
Koolstofmonoxide,RWZI Leiden Zuid-West,2022,342,kg
Distikstofoxide,RWZI Leiden Zuid-West,2022,453,kg CO₂-eq
Stikstofoxiden (als NO2),RWZI Leiden Zuid-West,2022,1366,kg
Methaan,RWZI Leiden Zuid-West,2022,2397,kg CO₂-eq
Distikstofoxide,RWZI Leiden Zuid-West,2022,8024,kg
Methaan,RWZI Leiden Zuid-West,2022,27021,kg
VOS,RWZI Leiden Zuid-West,2022,27167,kg
Methaan,RWZI Leiden Zuid-West,2022,756588,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Zuid-West,2022,1439505,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Zuid-West,2022,1439505,kg
Distikstofoxide,RWZI Leiden Zuid-West,2022,2126428,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Zuid-West,2022,5013031,kg CO₂-eq
Koolstofdioxide,RWZI Leiden Zuid-West,2022,5013031,kg
Benzeen,RWZI Leidsche Rijn,2022,1,kg
Methaan,RWZI Leidsche Rijn,2022,1,kg
VOS,RWZI Leidsche Rijn,2022,2,kg
Koolstofmonoxide,RWZI Leidsche Rijn,2022,4,kg
Stikstofoxiden (als NO2),RWZI Leidsche Rijn,2022,4,kg
Distikstofoxide,RWZI Leidsche Rijn,2022,5,kg CO₂-eq
